name,SMILES,MW,MW_MCS,NR,NR_MCS,HD,HD_MCS,HA,HA_MCS,FC,FC_MCS,LogP,LogP_MCS,name
DECOYS4532,c1cc(c2oc(C(NCc3c4n(cccn4)nc3)=O)cc2)c(Cl)cc1,352.781,0.419351468,5,0.333333333,1,0.2,5,0.375,0,1,3.5727,0.658944015,DECOYS
DECOYS4533,CCc1c(NC(c2nn(c3n2)c(C(F)F)cc(C)n3)=O)cccc1,331.326,0.363308902,5,0.333333333,1,0.2,5,0.375,0,1,3.18502,0.600124412,DECOYS
DECOYS4534,CCc1c(NC(c2nn(c3n2)c(C)ccn3)=O)c(CC)c(Cl)cc1,343.818,0.395939232,5,0.333333333,1,0.2,5,0.375,0,1,3.46322,0.642333485,DECOYS
DECOYS4535,Cc1cc(NC(c2nnn(Cc3cc(F)ccc3)c2)=O)c(c4c1)nccc4,361.38,0.441812901,5,0.333333333,1,0.2,5,0.375,0,1,3.57442,0.659204976,DECOYS
DECOYS4536,CC(C(Nc1nn(c2cc1)c(c3ccccc3)nn2)=O)(CCl)C,329.791,0.359299331,5,0.333333333,1,0.2,5,0.375,0,1,2.9948,0.571263845,DECOYS
DECOYS4537,CCc1ccc(NC(c2nn(c3n2)c(C(F)F)cc(C)n3)=O)cc1,331.326,0.363308902,5,0.333333333,1,0.2,5,0.375,0,1,3.18502,0.600124412,DECOYS
DECOYS4538,CC(OC(c1nn2c(N[C@H](c3ccccc3)C[C@@H]2C(F)(F)F)c1)=O)C,353.344,0.42082208,5,0.333333333,1,0.2,5,0.375,0,1,4.1086,0.740251859,DECOYS
DECOYS4539,CC(OC(c1nn2c(N[C@@H](c3ccccc3)C[C@@H]2C(F)(F)F)c1)=O)C,353.344,0.42082208,5,0.333333333,1,0.2,5,0.375,0,1,4.1086,0.740251859,DECOYS
DECOYS4540,CC(OC(c1nn2c(N[C@H](c3ccccc3)C[C@H]2C(F)(F)F)c1)=O)C,353.344,0.42082208,5,0.333333333,1,0.2,5,0.375,0,1,4.1086,0.740251859,DECOYS
DECOYS4541,CC(OC(c1nn2c(N[C@@H](c3ccccc3)C[C@H]2C(F)(F)F)c1)=O)C,353.344,0.42082208,5,0.333333333,1,0.2,5,0.375,0,1,4.1086,0.740251859,DECOYS
DECOYS4542,c1c(c2nc(n3c2)ccc(C(NCc4nocc4)=O)c3)ccc(F)c1,336.326,0.376369392,5,0.333333333,1,0.2,5,0.375,0,1,3.0584,0.580913367,DECOYS
DECOYS4543,c1cnc(n2nc(NC(c3cc4c(OCC4)cc3)=O)cc2)c(Cl)c1,340.77,0.387977557,4,0.266666667,1,0.2,5,0.375,0,1,3.1079,0.588423608,DECOYS
DECOYS4544,CC(Cn1ncc2c1ncc(C(Nc3c(Cl)ccc(C#N)c3)=O)c2)C,353.813,0.422047154,5,0.333333333,1,0.2,5,0.375,0,1,3.86468,0.703243817,DECOYS
DECOYS4545,c1cc2c(n(CC(Nc3cn(c4cc3)c(Cl)cn4)=O)nc2)cc1,325.759,0.348767351,4,0.266666667,1,0.2,5,0.375,0,1,2.9761,0.568426642,DECOYS
DECOYS4546,Cc1n(c2ccc(Cl)cc2)nc(C(Nc3cc4c(COC4)cc3)=O)n1,354.797,0.424617458,4,0.266666667,1,0.2,5,0.375,0,1,3.51162,0.649676832,DECOYS
DECOYS4547,Cc1n(c2c(Cl)cccc2)nc(C(Nc3cc4c(COC4)cc3)=O)n1,354.797,0.424617458,4,0.266666667,1,0.2,5,0.375,0,1,3.51162,0.649676832,DECOYS
DECOYS4548,CC(CNc1ncnc(c12)onc2c3ccc(Cl)cc3)C,302.765,0.288704765,4,0.266666667,1,0.2,5,0.375,0,1,4.0061,0.724700349,DECOYS
DECOYS4549,CC[C@@H](C(Nc1nn(c2n1)c(C)c(Cl)c(C)n2)=O)c3ccccc3,343.818,0.395939232,5,0.333333333,1,0.2,5,0.375,0,1,3.52684,0.651986042,DECOYS
DECOYS4550,CC[C@H](C(Nc1nn(c2n1)c(C)c(Cl)c(C)n2)=O)c3ccccc3,343.818,0.395939232,5,0.333333333,1,0.2,5,0.375,0,1,3.52684,0.651986042,DECOYS
DECOYS4551,CC(c1nn(c2n1)cccc2NC(c3oc(Br)cc3)=O)C,349.188,0.409966199,4,0.266666667,1,0.2,5,0.375,0,1,3.4605,0.641920801,DECOYS
DECOYS4552,c1cc2c(oc(C(Nc3nn(c4ncccc4Cl)cc3)=O)c2)cc1,338.754,0.382711567,4,0.266666667,1,0.2,5,0.375,0,1,3.9192,0.711515703,DECOYS
DECOYS4553,Cc1n(c2cc(Cl)ccc2)nnc1C(Nc3cc4c(COC4)cc3)=O,354.797,0.424617458,4,0.266666667,1,0.2,5,0.375,0,1,3.51162,0.649676832,DECOYS
DECOYS4554,Cc1n(c2c(Cl)cccc2)nnc1C(Nc3cc4c(COC4)cc3)=O,354.797,0.424617458,4,0.266666667,1,0.2,5,0.375,0,1,3.51162,0.649676832,DECOYS
DECOYS4555,Cc1nn(c2cc(Cl)ccc2)nc1C(Nc3cc4c(COC4)cc3)=O,354.797,0.424617458,4,0.266666667,1,0.2,5,0.375,0,1,3.51162,0.649676832,DECOYS
DECOYS4556,Cc1c(c2nn(CC(Nc3c4c(cccc4)ccc3)=O)nn2)cccc1,343.39,0.394821254,5,0.333333333,1,0.2,5,0.375,0,1,3.44042,0.638874222,DECOYS
DECOYS4557,c1cc2c(n(CC(Nc3nn(c4ncccc4Cl)cc3)=O)cc2)cc1,351.797,0.416781164,5,0.333333333,1,0.2,5,0.375,0,1,3.5141,0.650053103,DECOYS
DECOYS4558,Cc1cn(c2cc1)c(C(Nc3n(Cc4c(F)cccc4)ncc3)=O)cn2,349.369,0.410438989,5,0.333333333,1,0.2,5,0.375,0,1,3.27892,0.614371112,DECOYS
DECOYS4559,CCOC(c1cc(NC(n2ncc(c23)c(C)ccc3)=O)ccc1)=O,323.352,0.342480031,6,0.4,1,0.2,5,0.375,0,1,3.60162,0.663331816,DECOYS
DECOYS4560,CC(Cn1ncc(C(Nc2nc(c3nc2)cccc3)=O)c1C(F)F)C,345.353,0.399948803,6,0.4,1,0.2,5,0.375,0,1,3.6722,0.674040358,DECOYS
DECOYS4561,CCc1c(NC(c2nn(c3n2)c(C)cc(C)n3)=O)c(CC)ccc1,323.4,0.342605411,5,0.333333333,1,0.2,5,0.375,0,1,3.11824,0.589992414,DECOYS
DECOYS4562,c1cc2c(occ2C(Nc3nn(c4ncccc4Cl)cc3)=O)cc1,338.754,0.382711567,4,0.266666667,1,0.2,5,0.375,0,1,3.9192,0.711515703,DECOYS
DECOYS4563,c1cc2c(OCc3c2n(CC(Nc4ncc(Cl)cc4)=O)nc3)cc1,340.77,0.387977557,4,0.266666667,1,0.2,5,0.375,0,1,3.1296,0.591715976,DECOYS
DECOYS4564,c1c(F)cc2c(N[C@H](c3ccncc3)C2)c1,214.243,0.057476609,1,0.066666667,1,0.2,2,0,0,1,2.93,0.561432256,DECOYS
DECOYS4565,c1c(F)cc2c(N[C@@H](c3ccncc3)C2)c1,214.243,0.057476609,1,0.066666667,1,0.2,2,0,0,1,2.93,0.561432256,DECOYS
DECOYS4566,c1cc(F)c2c(C[C@@H](c3ccncc3)N2)c1,214.243,0.057476609,1,0.066666667,1,0.2,2,0,0,1,2.93,0.561432256,DECOYS
DECOYS4567,c1cc(F)c2c(C[C@H](c3ccncc3)N2)c1,214.243,0.057476609,1,0.066666667,1,0.2,2,0,0,1,2.93,0.561432256,DECOYS
DECOYS4568,c1c([C@@H]2Nc(c3C2)c(F)cc(F)c3)ccnc1,232.233,0.104468255,1,0.066666667,1,0.2,2,0,0,1,3.0691,0.582536793,DECOYS
DECOYS4569,c1c([C@H]2Nc(c3C2)c(F)cc(F)c3)ccnc1,232.233,0.104468255,1,0.066666667,1,0.2,2,0,0,1,3.0691,0.582536793,DECOYS
DECOYS4570,Cc1c2c(C[C@@H](c3ccncc3)N2)c(F)cc1,228.27,0.09411651,1,0.066666667,1,0.2,2,0,0,1,3.23842,0.608226369,DECOYS
DECOYS4571,Cc1c2c(C[C@H](c3ccncc3)N2)c(F)cc1,228.27,0.09411651,1,0.066666667,1,0.2,2,0,0,1,3.23842,0.608226369,DECOYS
DECOYS4572,c1cc(c2c(c3ncccc3)[nH]cc2)ncc1,221.263,0.075813538,2,0.133333333,1,0.2,2,0,0,1,2.6568,0.519981793,DECOYS
DECOYS4573,c1cncc([C@@H]2Nc(c3C2)ccc(F)c3)c1,214.243,0.057476609,1,0.066666667,1,0.2,2,0,0,1,2.93,0.561432256,DECOYS
DECOYS4574,c1cncc([C@H]2Nc(c3C2)ccc(F)c3)c1,214.243,0.057476609,1,0.066666667,1,0.2,2,0,0,1,2.93,0.561432256,DECOYS
DECOYS4575,c1cncc([C@@H]2Nc(c3C2)c(F)cc(F)c3)c1,232.233,0.104468255,1,0.066666667,1,0.2,2,0,0,1,3.0691,0.582536793,DECOYS
DECOYS4576,c1cncc([C@H]2Nc(c3C2)c(F)cc(F)c3)c1,232.233,0.104468255,1,0.066666667,1,0.2,2,0,0,1,3.0691,0.582536793,DECOYS
DECOYS4577,Cc1c(N)cnc(c12)ccc(Cl)c2,192.649,0.00107096,0,0,1,0.2,2,0,0,1,2.77882,0.538494917,DECOYS
DECOYS4578,Cc1c(Cl)c2c(c(N)ccc2)nc1,192.649,0.00107096,0,0,1,0.2,2,0,0,1,2.77882,0.538494917,DECOYS
DECOYS4579,Cc1nc(c2cc1N)ccc(Cl)c2,192.649,0.00107096,0,0,1,0.2,2,0,0,1,2.77882,0.538494917,DECOYS
DECOYS4580,c1cc2c(nc(Cl)c(N)c2Cl)cc1,213.067,0.054404781,0,0,1,0.2,2,0,0,1,3.1238,0.590835988,DECOYS
DECOYS4581,c1cc(Cl)c2c(ncc(N)c2Cl)c1,213.067,0.054404781,0,0,1,0.2,2,0,0,1,3.1238,0.590835988,DECOYS
DECOYS4582,c1cnc2c(c(Cl)c(Cl)cc2N)c1,213.067,0.054404781,0,0,1,0.2,2,0,0,1,3.1238,0.590835988,DECOYS
DECOYS4583,c1c(Cl)cc2c(c(Cl)c(N)cn2)c1,213.067,0.054404781,0,0,1,0.2,2,0,0,1,3.1238,0.590835988,DECOYS
DECOYS4584,c1cnc(c2c1)c(N)c(Cl)cc2Cl,213.067,0.054404781,0,0,1,0.2,2,0,0,1,3.1238,0.590835988,DECOYS
DECOYS4585,c1c2c(nccc2Cl)c(N)c(Cl)c1,213.067,0.054404781,0,0,1,0.2,2,0,0,1,3.1238,0.590835988,DECOYS
DECOYS4586,Cc1cc(N)c(c2c1)nc(Cl)cc2,192.649,0.00107096,0,0,1,0.2,2,0,0,1,2.77882,0.538494917,DECOYS
DECOYS4587,Cc1cnc(c2c1)c(N)cc(Cl)c2,192.649,0.00107096,0,0,1,0.2,2,0,0,1,2.77882,0.538494917,DECOYS
DECOYS4588,Cc1c2c(c(N)ccc2)nc(Cl)c1,192.649,0.00107096,0,0,1,0.2,2,0,0,1,2.77882,0.538494917,DECOYS
DECOYS4589,Cc1nc(c2c(Cl)c1)c(N)ccc2,192.649,0.00107096,0,0,1,0.2,2,0,0,1,2.77882,0.538494917,DECOYS
DECOYS4590,Cc1c2c(C[C@H](c3cnccc3)N2)c(F)cc1,228.27,0.09411651,1,0.066666667,1,0.2,2,0,0,1,3.23842,0.608226369,DECOYS
DECOYS4591,Cc1c2c(C[C@@H](c3cnccc3)N2)c(F)cc1,228.27,0.09411651,1,0.066666667,1,0.2,2,0,0,1,3.23842,0.608226369,DECOYS
DECOYS4592,CC(c1c2c(nc(Br)cc2)[nH]c1)=O,239.072,0.122332395,1,0.066666667,1,0.2,2,0,0,1,2.0461,0.42732514,DECOYS
DECOYS4593,Cc1c(Cc2[nH]c3c(c(Cl)ncn3)c2)cccc1,257.724,0.17105325,2,0.133333333,1,0.2,2,0,0,1,3.02862,0.576395084,DECOYS
DECOYS4594,c1c2c(ncc(Cl)c2C(C3CCC3)=O)[nH]c1,234.686,0.110875732,2,0.133333333,1,0.2,2,0,0,1,2.7172,0.529145805,DECOYS
DECOYS4595,c1cc2c([nH]c(C(F)(F)F)n2)c(C(Cl)=O)c1,248.591,0.147196957,2,0.133333333,1,0.2,2,0,0,1,2.4788,0.492975269,DECOYS
DECOYS4596,c1cc2c(ncc(N)c2Br)cc1,223.073,0.080541436,0,0,1,0.2,2,0,0,1,2.5795,0.508253679,DECOYS
DECOYS4597,CCc1[nH]c2c(c(Cl)nc(Cl)n2)c1,216.071,0.062251524,1,0.066666667,1,0.2,2,0,0,1,2.3452,0.472705204,DECOYS
DECOYS4598,CCc1[nH]c(c2c1C#N)ncc(Cl)c2,205.648,0.035025625,1,0.066666667,1,0.2,2,0,0,1,2.16848,0.445892884,DECOYS
DECOYS4599,CC(c1nc(c2[nH]1)cc(Cl)c(Cl)c2)=O,229.066,0.09619574,1,0.066666667,1,0.2,2,0,0,1,2.5904,0.50990745,DECOYS
DECOYS4600,Cc1c2c(cc(N)c(C)n2)cc(Cl)c1,206.676,0.037710862,0,0,1,0.2,2,0,0,1,3.08724,0.58528903,DECOYS
DECOYS4601,Cc1c2c(cccn2)c(N)c(Br)c1,237.1,0.117181337,0,0,1,0.2,2,0,0,1,2.88792,0.555047792,DECOYS
DECOYS4602,c1cnc(c2c1)c(Cl)c(Cl)cc2N,213.067,0.054404781,0,0,1,0.2,2,0,0,1,3.1238,0.590835988,DECOYS
DECOYS4603,c1cc2c(NC(=O)C([C@H]3c4c(cc(O)c5c4OC(c6cc(O)c(O)cc6)=CC5=O)OC(=O)C3)=C2)cc1,483.432,0.760624709,2,0.133333333,4,0.8,8,0.75,0,1,3.3774,0.629312699,DECOYS
DECOYS4604,c1cc2c(NC(=O)C([C@@H]3c4c(cc(O)c5c4OC(c6cc(O)c(O)cc6)=CC5=O)OC(=O)C3)=C2)cc1,483.432,0.760624709,2,0.133333333,4,0.8,8,0.75,0,1,3.3774,0.629312699,DECOYS
DECOYS4605,c1cc2c(OCCOCCOCCOc(c3NC(=S)NCCOCCNC(=S)N2)cccc3)cc1,520.677,0.857912307,0,0,4,0.8,7,0.625,0,1,2.7806,0.538764983,DECOYS
DECOYS4606,c1cc2c(S(=O)(=O)OC23c4c(c(O)c(O)cc4)Oc(c35)c(O)c(O)cc5)cc1,400.364,0.543642937,0,0,4,0.8,8,0.75,0,1,2.6255,0.515232893,DECOYS
DECOYS4607,CC1([C@@]2(O)C[C@@H](O)c3c(c(O)c4c(C(=O)c(c5C4=O)c(OC)ccc5)c3O)C2)OCCO1,442.42,0.653497338,2,0.133333333,4,0.8,9,0.875,0,1,1.3555,0.322545896,DECOYS
DECOYS4608,C[C@@]1(O)[C@@H]([C@H](O)c2c(O)c3c(C(=O)c(c4C3=O)cccc4)c(O)c2)O[C@H]5[C@H]1OC(C)(C)O5,442.42,0.653497338,2,0.133333333,4,0.8,9,0.875,0,1,1.534,0.349628281,DECOYS
DECOYS4609,C[C@@]1(O)[C@@H]([C@H](O)c2c(O)c3c(C(=O)c(c4C3=O)cccc4)c(O)c2)O[C@H]5[C@@H]1OC(C)(C)O5,442.42,0.653497338,2,0.133333333,4,0.8,9,0.875,0,1,1.534,0.349628281,DECOYS
DECOYS4610,C[C@@]1(O)[C@@H]([C@H](O)c2c(O)c3c(C(=O)c(c4C3=O)cccc4)c(O)c2)O[C@@H]5[C@H]1OC(C)(C)O5,442.42,0.653497338,2,0.133333333,4,0.8,9,0.875,0,1,1.534,0.349628281,DECOYS
DECOYS4611,C[C@@]1(O)[C@@H]([C@H](O)c2c(O)c3c(C(=O)c(c4C3=O)cccc4)c(O)c2)O[C@@H]5[C@@H]1OC(C)(C)O5,442.42,0.653497338,2,0.133333333,4,0.8,9,0.875,0,1,1.534,0.349628281,DECOYS
DECOYS4612,C[C@@H]([C@@H](C(C)C)OC(=O)[C@@H](C)NC(=O)c1nc(oc1)CC(=O)C[C@@H](O)\C=C(/C)\C=C\CN2)\C=C/C2=O,501.58,0.808029067,1,0.066666667,3,0.6,8,0.75,0,1,2.0479,0.42759824,DECOYS
DECOYS4613,C[C@H]([C@@H](C(C)C)OC(=O)[C@@H](C)NC(=O)c1nc(oc1)CC(=O)C[C@@H](O)\C=C(/C)\C=C\CN2)\C=C/C2=O,501.58,0.808029067,1,0.066666667,3,0.6,8,0.75,0,1,2.0479,0.42759824,DECOYS
DECOYS4614,C[C@@H]([C@@H](C(C)C)OC(=O)[C@@H](C)NC(=O)c1nc(oc1)CC(=O)C[C@H](O)\C=C(/C)\C=C\CN2)\C=C/C2=O,501.58,0.808029067,1,0.066666667,3,0.6,8,0.75,0,1,2.0479,0.42759824,DECOYS
DECOYS4615,C[C@H]([C@@H](C(C)C)OC(=O)[C@@H](C)NC(=O)c1nc(oc1)CC(=O)C[C@H](O)\C=C(/C)\C=C\CN2)\C=C/C2=O,501.58,0.808029067,1,0.066666667,3,0.6,8,0.75,0,1,2.0479,0.42759824,DECOYS
DECOYS4616,CN1C(=O)NC(=O)C2=C1NC3=C(C(=O)c(c34)cccc4)[C@H]2c5cc(OC)c(O)cc5,403.394,0.551557594,2,0.133333333,3,0.6,7,0.625,0,1,1.4709,0.34005462,DECOYS
DECOYS4617,CN1C(=O)NC(=O)C2=C1NC3=C(C(=O)c(c34)cccc4)[C@@H]2c5cc(OC)c(O)cc5,403.394,0.551557594,2,0.133333333,3,0.6,7,0.625,0,1,1.4709,0.34005462,DECOYS
DECOYS4618,CN1C(=O)C(C(NC(=O)NN[C@@H]2c3cc4c(OCO4)cc3)=C2)=C(O)c(c15)cccc5,406.398,0.559404337,2,0.133333333,4,0.8,7,0.625,0,1,1.8724,0.400971021,DECOYS
DECOYS4619,CN1C(=O)C(C(NC(=O)NN[C@H]2c3cc4c(OCO4)cc3)=C2)=C(O)c(c15)cccc5,406.398,0.559404337,2,0.133333333,4,0.8,7,0.625,0,1,1.8724,0.400971021,DECOYS
DECOYS4620,COc1c(OC)cc(c2n[nH]c3c2[C@@]4(C(=O)Nc(c45)cccc5)C(C#N)=C(N)O3)cc1,415.409,0.582941954,3,0.2,3,0.6,7,0.625,0,1,1.93648,0.41069337,DECOYS
DECOYS4621,COc1c(OC)cc(c2n[nH]c3c2[C@]4(C(=O)Nc(c45)cccc5)C(C#N)=C(N)O3)cc1,415.409,0.582941954,3,0.2,3,0.6,7,0.625,0,1,1.93648,0.41069337,DECOYS
DECOYS4622,CC(N(Cc1cnccc1)C(=O)C2=C3OC(N)=C(C#N)[C@H]2c4cc(O)c(O)cc4)=C3,402.41,0.54898729,3,0.2,3,0.6,8,0.75,0,1,2.2294,0.455135791,DECOYS
DECOYS4623,CC(N(Cc1cnccc1)C(=O)C2=C3OC(N)=C(C#N)[C@@H]2c4cc(O)c(O)cc4)=C3,402.41,0.54898729,3,0.2,3,0.6,8,0.75,0,1,2.2294,0.455135791,DECOYS
DECOYS4624,COc1c(O)ccc([C@@H]2n3c(ncn3)NC4=C2C(=O)C[C@H](c5c(O)cccc5)C4)c1,404.426,0.554253279,3,0.2,3,0.6,8,0.75,0,1,3.1136,0.589288424,DECOYS
DECOYS4625,COc1c(O)ccc([C@H]2n3c(ncn3)NC4=C2C(=O)C[C@H](c5c(O)cccc5)C4)c1,404.426,0.554253279,3,0.2,3,0.6,8,0.75,0,1,3.1136,0.589288424,DECOYS
DECOYS4626,COc1c(O)ccc([C@@H]2n3c(ncn3)NC4=C2C(=O)C[C@@H](c5c(O)cccc5)C4)c1,404.426,0.554253279,3,0.2,3,0.6,8,0.75,0,1,3.1136,0.589288424,DECOYS
DECOYS4627,COc1c(O)ccc([C@H]2n3c(ncn3)NC4=C2C(=O)C[C@@H](c5c(O)cccc5)C4)c1,404.426,0.554253279,3,0.2,3,0.6,8,0.75,0,1,3.1136,0.589288424,DECOYS
DECOYS4628,Cc1ccc(N2C(S)=NC(=O)C([C@@H]3OCc4c3c(O)c(C)nc4)=C2O)cc1,383.429,0.499407054,2,0.133333333,3,0.6,8,0.75,0,1,2.56384,0.505877712,DECOYS
DECOYS4629,Cc1ccc(N2C(S)=NC(=O)C([C@H]3OCc4c3c(O)c(C)nc4)=C2O)cc1,383.429,0.499407054,2,0.133333333,3,0.6,8,0.75,0,1,2.56384,0.505877712,DECOYS
DECOYS4630,CNC(c1ccc(N2C(=O)[C@H]([C@H]3C2=O)SC(N)=C([C@@H]34)C(=O)Oc(c45)cc(O)cc5)cc1)=O,451.46,0.677110706,3,0.2,3,0.6,8,0.75,0,1,1.2297,0.303459263,DECOYS
DECOYS4631,CNC(c1ccc(N2C(=O)[C@H]([C@H]3C2=O)SC(N)=C([C@H]34)C(=O)Oc(c45)cc(O)cc5)cc1)=O,451.46,0.677110706,3,0.2,3,0.6,8,0.75,0,1,1.2297,0.303459263,DECOYS
DECOYS4632,COc1c(O)cc([C@H]2C(C#N)=C(N)Oc(c23)[nH]nc3c4cc5c(OCO5)cc4)cc1,404.382,0.554138347,3,0.2,3,0.6,8,0.75,0,1,2.25588,0.459153391,DECOYS
DECOYS4633,COc1c(O)ccc([C@H]2C(C#N)=C(N)Oc(c23)[nH]nc3c4cc5c(OCO5)cc4)c1,404.382,0.554138347,3,0.2,3,0.6,8,0.75,0,1,2.25588,0.459153391,DECOYS
DECOYS4634,COc1c(O)ccc([C@@H]2C(C#N)=C(N)Oc(c23)[nH]nc3c4cc5c(OCO5)cc4)c1,404.382,0.554138347,3,0.2,3,0.6,8,0.75,0,1,2.25588,0.459153391,DECOYS
DECOYS4635,COc1c(O)cc([C@@H]2C(C#N)=C(N)Oc(c23)[nH]nc3c4cc5c(OCO5)cc4)cc1,404.382,0.554138347,3,0.2,3,0.6,8,0.75,0,1,2.25588,0.459153391,DECOYS
DECOYS4636,Cc1nn(c2ccccc2)c3c1[C@@H](c4cc(Br)c(O)c(O)c4)C(C#N)=C(N)O3,439.269,0.645266617,2,0.133333333,3,0.6,7,0.625,0,1,3.5726,0.658928842,DECOYS
DECOYS4637,Cc1nn(c2ccccc2)c3c1[C@H](c4cc(Br)c(O)c(O)c4)C(C#N)=C(N)O3,439.269,0.645266617,2,0.133333333,3,0.6,7,0.625,0,1,3.5726,0.658928842,DECOYS
DECOYS4638,CC(N1NC(=O)C(\C(\c(oc(c23)c(O)c(O)cc2)c34)=C(/C=C(Cl)C5=O)\C=C5)=C1N4)C,425.828,0.610157405,1,0.066666667,4,0.8,7,0.625,0,1,3.5533,0.656000607,DECOYS
DECOYS4639,Cc1c(Br)c2c(NC(=O)[C@@]23C(C#N)=C(N)Oc(c34)[nH]nc4c5cc(OC)c(OC)cc5)cc1,508.332,0.825665954,3,0.2,3,0.6,7,0.625,0,1,3.0074,0.573175542,DECOYS
DECOYS4640,Cc1c(Br)c2c(NC(=O)[C@]23C(C#N)=C(N)Oc(c34)[nH]nc4c5cc(OC)c(OC)cc5)cc1,508.332,0.825665954,3,0.2,3,0.6,7,0.625,0,1,3.0074,0.573175542,DECOYS
DECOYS4641,COc1c(OC)cc(c2n[nH]c3c2[C@@]4(C(=O)Nc(c45)ccc(Br)c5)C(C#N)=C(N)O3)cc1,494.305,0.789026053,3,0.2,3,0.6,7,0.625,0,1,2.69898,0.526381429,DECOYS
DECOYS4642,[H]N=C1S\C(=C/c2nc(C)ccc2)\C(=O)N1,219.269,0.070605014,1,0.066666667,2,0.4,4,0.25,0,1,1.52869,0.348822637,DECOYS
DECOYS4643,CCc1cc(\C(\C2=O)=C(\SC(=S)N3)/C3=O)c(N2)cc1,290.369,0.256325196,1,0.066666667,2,0.4,4,0.25,0,1,2.0601,0.429449249,DECOYS
DECOYS4644,Cc1cc(\C(\C2=O)=C(\SC(=O)N3)/C3=O)c(N2)cc1,260.274,0.177714101,0,0,2,0.4,4,0.25,0,1,1.64122,0.365895919,DECOYS
DECOYS4645,Cc1ccc(N[C@H]2SC(=O)NC2=O)cc1,222.269,0.078441309,2,0.133333333,2,0.4,4,0.25,0,1,1.71602,0.377244728,DECOYS
DECOYS4646,Cc1cc(N[C@H]2SC(=O)NC2=O)ccc1,222.269,0.078441309,2,0.133333333,2,0.4,4,0.25,0,1,1.71602,0.377244728,DECOYS
DECOYS4647,Cc1cc(N[C@@H]2SC(=O)NC2=O)ccc1,222.269,0.078441309,2,0.133333333,2,0.4,4,0.25,0,1,1.71602,0.377244728,DECOYS
DECOYS4648,Cc1ccc(N[C@@H]2SC(=O)NC2=O)cc1,222.269,0.078441309,2,0.133333333,2,0.4,4,0.25,0,1,1.71602,0.377244728,DECOYS
DECOYS4649,c1ccc(c2oc(C=C3C(=O)NC(=S)NC3=O)cc2)cc1,298.323,0.277101825,2,0.133333333,2,0.4,4,0.25,0,1,1.8609,0.399226218,DECOYS
DECOYS4650,Cc1c(N[C@@H]2SC(=O)NC2=O)cccc1,222.269,0.078441309,2,0.133333333,2,0.4,4,0.25,0,1,1.71602,0.377244728,DECOYS
DECOYS4651,Cc1c(N[C@H]2SC(=O)NC2=O)cccc1,222.269,0.078441309,2,0.133333333,2,0.4,4,0.25,0,1,1.71602,0.377244728,DECOYS
DECOYS4652,Cc1c(C)cc(N[C@H]2SC(=O)NC2=O)cc1,236.296,0.11508121,2,0.133333333,2,0.4,4,0.25,0,1,2.02444,0.424038841,DECOYS
DECOYS4653,Cc1cc(C)c(N[C@@H]2SC(=O)NC2=O)cc1,236.296,0.11508121,2,0.133333333,2,0.4,4,0.25,0,1,2.02444,0.424038841,DECOYS
DECOYS4654,Cc1c(C)cc(N[C@@H]2SC(=O)NC2=O)cc1,236.296,0.11508121,2,0.133333333,2,0.4,4,0.25,0,1,2.02444,0.424038841,DECOYS
DECOYS4655,Cc1cc(N[C@H]2SC(=O)NC2=O)c(C)cc1,236.296,0.11508121,2,0.133333333,2,0.4,4,0.25,0,1,2.02444,0.424038841,DECOYS
DECOYS4656,Cc1cc(C)c(N[C@H]2SC(=O)NC2=O)cc1,236.296,0.11508121,2,0.133333333,2,0.4,4,0.25,0,1,2.02444,0.424038841,DECOYS
DECOYS4657,Cc1cc(N[C@@H]2SC(=O)NC2=O)c(C)cc1,236.296,0.11508121,2,0.133333333,2,0.4,4,0.25,0,1,2.02444,0.424038841,DECOYS
DECOYS4658,c1csc([C@@]2(c3cscc3)NC(=O)NC2=O)c1,264.331,0.188311383,2,0.133333333,2,0.4,4,0.25,0,1,1.8926,0.404035806,DECOYS
DECOYS4659,c1ccc(c2n[nH]cc2\C=C(\SC(=O)N3)/C3=O)cc1,271.301,0.206517707,2,0.133333333,2,0.4,4,0.25,0,1,1.9187,0.407995752,DECOYS
DECOYS4660,[H]N=C1S\C(=C\c2ccc(C=O)cc2)\C(=O)N1,232.264,0.10454923,2,0.133333333,2,0.4,4,0.25,0,1,1.63777,0.365372478,DECOYS
DECOYS4661,[H]N=C1S\C(=C/c2ccc(C=O)cc2)\C(=O)N1,232.264,0.10454923,2,0.133333333,2,0.4,4,0.25,0,1,1.63777,0.365372478,DECOYS
DECOYS4662,c1c(\C=C(/SC2=O)\C(N)=N2)ccc(O)c1,220.253,0.073175319,1,0.066666667,2,0.4,4,0.25,0,1,1.9571,0.413821878,DECOYS
DECOYS4663,c1cc(O)cc(\C=C(/SC(N)=N2)\C2=O)c1,220.253,0.073175319,1,0.066666667,2,0.4,4,0.25,0,1,1.3212,0.31734183,DECOYS
DECOYS4664,c1ccc(c2[nH]ncc2\C=C(/SC(=S)N3)\C3=O)cc1,287.369,0.248488901,2,0.133333333,2,0.4,4,0.25,0,1,2.0836,0.433014717,DECOYS
DECOYS4665,c1csc(\C=C\C=C2C(=O)NC(=O)NC2=O)c1,248.263,0.146340189,2,0.133333333,2,0.4,4,0.25,0,1,1.0537,0.276756183,DECOYS
